f_slug_floor_Hz,runtime_s,max_Phi_SH_uncapped,max_Psi_kinetic_ratio,sustained_Phi_SH,sustained_supercritical_km,Phi_SH_above_critical_frac,time_to_plug_P50_h,MEG_wt_pct,peak_deposit_mm,Phi_max_rel,f0_rel_inverse
1e-05,23.3,15775.373442711561,10.516915628474376,9951.487722299737,30.171428571428567,0.4914276572831747,14.714712264339095,35.57316451111965,117.07000000000001,10.0003,10.0
3e-05,23.5,5258.453663821943,3.505635775881296,3380.1181575990377,30.171428571428567,0.4677698490920297,14.71466355329278,35.441533641568704,117.07000000000001,3.3334,3.3333
0.0001,19.8,1577.4925808653734,1.0516617205769156,1013.9660390402832,26.057142857142853,0.3787164574648817,14.69578070355284,35.43813750391361,117.07000000000001,1.0,1.0
0.0003,19.1,525.8548006083339,0.3505698670722226,337.9255986808826,13.714285714285714,0.26645009874352443,14.715191215465975,35.524416342641025,117.07000000000001,0.3333,0.3333
0.001,20.1,157.75617832478014,0.10517078554985343,101.30884186785161,11.428571428571427,0.22435971678016367,14.716104691739178,35.43840222458014,117.07000000000001,0.1,0.1
